Locations correspond to U00096.2 reference genome,,,,,,,,,,,,,,
NUM,Operon,Promoters,Terminators,TU count,TU,STRAND,GENE CNT,RegulonDB operon,Operon mismatches,GENES,WT_LOG,WT_STAT,WT_LOG,WT_STAT
1284,T-2221647:P-2223685,2,2,3,T-2221647:P-2223685,-,2,yohC:pbpG,1,yohC-pbpG,4.4,5,85.1,66
1285,,,,,T-2223044:P-2223685,-,1,,,yohC,2.5,9.6,59,100
1286,P-2223800:T-2224582,1,1,1,P-2223800:T-2224582,+,1,yohD,0,yohD,3.5,6.7,84.3,99.9
1287,T-2224332:P-2225319,1,1,1,T-2224332:P-2225319,-,1,yohF,0,yohF,1.6,7.5,55,99.9
1288,P-2226981:T-2227202,1,1,1,P-2226981:T-2227202,+,1,,,yohP,4.5,9.9,100,100
1289,T-2227368:P-2228482,1,1,1,T-2227368:P-2228482,-,1,dusC,0,dusC,4,0.6,89.9,11.1
1290,,,,,P-2228518:T-2230779,+,3,,,yohJ-yohK-cdd,3.2,7.4,78.1,98.1
1291,P-2228518:T-2231887,3,2,6,P-2228518:T-2231887,+,5,cdd:yohJK:sanA-yeiS,2,yohJ-yohK-cdd-sanA-yeiS,3.4,5.7,81.3,79.9
1292,,,,,I-2229216:T-2230779,+,1,,,cdd,3.2,7.7,80.6,99.9
1293,,,,,I-2229216:T-2231887,+,3,,,cdd-sanA-yeiS,3.5,5.5,83.6,76.2
1294,,,,,I-2229689:T-2230779,+,1,,,cdd,3.1,8.4,82.2,100
1295,,,,,I-2229689:T-2231887,+,3,,,cdd-sanA-yeiS,3.5,5.3,85,71.2
1296,P-2231997:T-2234631,1,1,1,P-2231997:T-2234631,+,2,,,yeiT-yeiA,2.6,9,59.6,99.5
1297,,,,,T-2234697:S-2238588,-,3,,,mglB-mglA-mglC,7.5,10,100,100
1298,T-2234697:P-2239731,2,1,2,T-2234697:P-2239731,-,4,galS:mglBAC,1,galS-mglB-mglA-mglC,6.6,9.4,97.4,99.9
1299,T-2239749:P-2241820,1,1,1,T-2239749:P-2241820,-,2,folE-yeiB,0,folE-yeiB,6.5,2.3,97.6,35.9
1300,P-2241782:T-2242795,2,1,2,P-2241782:T-2242795,+,1,yeiG,0,yeiG,5.9,4.8,90.1,79.3
1301,,,,,S-2241904:T-2242795,+,1,,,yeiG,6.7,4.7,100,78.9
1302,T-2242680:P-2244952,1,1,1,T-2242680:P-2244952,-,1,cirA,0,cirA,4.4,0.5,93,9.4
1303,,,,,T-2245056:S-2246581,-,1,,,lysP,9.1,6.9,100,97.4
1304,T-2245056:P-2246659,2,1,2,T-2245056:P-2246659,-,1,lysP,0,lysP,8.7,6.9,97.8,97.5
1305,,,,,T-2246739:I-2247562,-,,,,,4.2,7.6,100,100
1306,T-2246739:P-2247989,2,1,2,T-2246739:P-2247989,-,1,yeiE,0,yeiE,3.2,6.2,76.2,87.6
1307,P-2248002:T-2250825,1,1,1,P-2248002:T-2250825,+,2,nfo:yeiI,1,nfo-yeiI,5.6,3.7,98.2,58.4
1308,,,,,T-2257565:I-2260462,-,2,,,fruK-fruA,6,8.8,98.1,100
1309,T-2257565:P-2261616,2,1,2,T-2257565:P-2261616,-,3,fruBKA,0,fruB-fruK-fruA,5.9,8.1,98.6,97.1
1310,P-2263049:T-2264083,1,1,1,P-2263049:T-2264083,+,1,yeiP,0,yeiP,7,3.2,100,57.6
1311,P-2264249:T-2265732,1,1,1,P-2264249:T-2265732,+,,,,,3,1.5,73,27
1312,P-2265820:T-2267607,1,1,1,P-2265820:T-2267607,+,2,yeiR-lpxT,0,yeiR-lpxT,5.1,0.6,98.9,11.6
1313,,,,,P-2267833:T-2268631,+,1,,,spr,10.3,7.9,100,95
1314,P-2267833:T-2270300,1,2,2,P-2267833:T-2270300,+,1,spr,0,spr,5.8,2.7,91.9,32.7
1315,P-2270336:T-2275871,2,1,2,P-2270336:T-2275871,+,3,yejABEF,0,yejA-yejB-yejE,3.6,1.9,83.9,33.4
1316,,,,,I-2271923:T-2275871,+,2,,,yejB-yejE,3.7,1.2,81.3,23
1317,,,,,T-2275630:S-2276419,-,1,,,yejG,5.4,7.9,100,92.9
1318,T-2275630:P-2276487,2,1,2,T-2275630:P-2276487,-,1,yejG,0,yejG,5,8,92.2,93.5
1319,AS-2276510:T-2276844,1,1,1,AS-2276510:T-2276844,+,,,,,2.6,7.1,51.9,100
1320,T-2276576:P-2278565,1,1,1,T-2276576:P-2278565,-,2,bcr:rsuA,1,rsuA-bcr,6.1,4.5,100,71.2
1321,P-2280463:T-2280848,1,1,1,P-2280463:T-2280848,+,1,rplY,0,rplY,10.5,6.4,100,97.9
1322,T-2280865:P-2281989,1,1,1,T-2280865:P-2281989,-,1,yejK,0,yejK,7.6,3.7,100,66
1323,P-2281986:T-2284326,2,1,2,P-2281986:T-2284326,+,3,proL:yejLM,1,yejL-yejM-proL,6.5,3.9,98.5,66.9
1324,,,,,S-2284228:T-2284326,+,1,,,proL,3.8,2.7,94.9,51.5
1325,P-2288387:T-2289367,1,1,1,P-2288387:T-2289367,+,1,narP,0,narP,6.5,6.3,99.1,90.4
1326,T-2289304:P-2301599,1,1,1,T-2289304:P-2301599,-,15,napFDAGHBC-ccmABCDEFGH,0,napF-napD-napA-napG-napH-napB-napC-ccmA-ccmB-ccmC-ccmD-ccmE-ccmF-ccmG-ccmH,4,1.7,91.4,30.8
1327,AS-2290247:T-2290451,1,1,1,AS-2290247:T-2290451,+,,,,,3.2,3.4,70.7,63.9
1328,P-2301883:T-2302432,2,1,2,P-2301883:T-2302432,+,1,eco,0,eco,5.6,6.3,100,94.2
1329,,,,,I-2302042:T-2302432,+,,,,,5.7,7,100,100
1330,T-2303122:P-2304827,1,1,1,T-2303122:P-2304827,-,1,mqo,0,mqo,6.5,1.1,99.9,19.6
1331,T-2304891:P-2306689,1,1,1,T-2304891:P-2306689,-,1,yojI,0,yojI,5.7,0.1,98.4,2.1
1332,,,,,T-2306725:S-2310849,-,3,,,ompC-apbE-ada,5.6,5.7,77.9,62.3
1333,T-2306725:P-2311161,2,2,4,T-2306725:P-2311161,-,3,ada-alkB:apbE:ompC,2,ompC-apbE-ada,5.6,5.8,79.4,64.9
1334,,,,,T-2309648:S-2310849,-,1,,,ompC,13.2,13,100,100
1335,,,,,T-2309648:P-2311161,-,1,,,ompC,11.6,11.6,100,99.9
1336,P-2311107:T-2311191,1,1,1,P-2311107:T-2311191,+,1,micF,0,micF,1.8,7.6,64.7,100
1337,P-2311440:T-2314875,2,1,2,P-2311440:T-2314875,+,2,rcsDB,0,rcsD-rcsB,7.4,3.8,100,45.9
1338,,,,,I-2313642:T-2314875,+,1,,,rcsB,9.8,9.2,100,98.7
1339,,,,,T-2314629:S-2318150,-,1,,,rcsC,4.3,2.4,87.4,39.9
1340,T-2314629:P-2319134,2,1,2,T-2314629:P-2319134,-,1,rcsC,0,rcsC,3.4,2.4,70.5,39.3
1341,T-2325347:I-2325524,1,1,1,T-2325347:I-2325524,-,,,,,0.9,5.8,70.8,88.8
1342,T-2334750:P-2337479,1,1,1,T-2334750:P-2337479,-,1,gyrA,0,gyrA,9.9,6.8,100,94.9
1343,P-2337562:T-2338361,1,1,1,P-2337562:T-2338361,+,1,ubiG,0,ubiG,6.7,3.2,99.9,63.6
1344,P-2342781:T-2346933,2,1,2,P-2342781:T-2346933,+,3,nrdAB-yfaE,0,nrdA-nrdB-yfaE,8.3,4.8,99.5,75.4
1345,,,,,I-2345087:T-2346933,+,2,,,nrdB-yfaE,7.9,4.7,98.8,72.9
1346,T-2346826:P-2347544,1,1,1,T-2346826:P-2347544,-,1,inaA,0,inaA,5.4,4.8,95.5,68.4
1347,T-2347951:P-2350472,1,1,1,T-2347951:P-2350472,-,2,glpTQ,0,glpT-glpQ,3.4,4.4,80.5,59
1348,P-2350631:T-2354806,1,1,1,P-2350631:T-2354806,+,3,glpABC,0,glpA-glpB-glpC,0.4,1,13.4,19.7
1349,P-2355575:T-2356231,1,1,1,P-2355575:T-2356231,+,1,yfaD-ypaA,0,ypaA,5.9,1.9,98.9,36.5
1350,T-2360422:P-2361676,1,1,1,T-2360422:P-2361676,-,1,yfaY,0,yfaY,5.4,5.3,99,86.1
1351,T-2361699:P-2362467,1,1,1,T-2361699:P-2362467,-,1,yfaZ,0,yfaZ,4.7,1.7,85.3,31.9
1352,P-2363708:T-2371370,3,1,3,P-2363708:T-2371370,+,7,arnBCADTEF,0,arnB-arnC-arnA-arnD-arnT-arnE-arnF,2.7,4.8,68.8,71.2
1353,,,,,S-2363836:T-2371370,+,7,,,arnB-arnC-arnA-arnD-arnT-arnE-arnF,2.8,4.8,70,71.1
1354,,,,,I-2370293:T-2371370,+,2,,,arnE-arnF,2.5,5.5,72.8,81.4
1355,T-2371152:P-2371593,1,1,1,T-2371152:P-2371593,-,1,pmrD,0,pmrD,5.3,8,99.3,100
1356,,,,,T-2371634:I-2375024,-,3,,,menB-menC-menE,6.4,4.8,100,67.6
1357,,,,,T-2371634:S-2378686,-,6,,,menF-menD-menH-menB-menC-menE,5.5,3.5,99,52.6
1358,,,,,T-2371634:S-2379074,-,7,,,elaB-menF-menD-menH-menB-menC-menE,5.7,4,99.1,55.1
1359,T-2371634:P-2379584,4,2,6,T-2371634:P-2379584,-,8,elaA:elaB:menFDHBCE,2,elaA-elaB-menF-menD-menH-menB-menC-menE,5.7,4.3,99.1,58
1360,,,,,T-2378722:S-2379074,-,1,,,elaB,8.8,13.3,100,100
1361,,,,,T-2378722:P-2379584,-,2,,,elaA-elaB,7.5,10.6,100,100
1362,P-2379605:T-2380553,2,1,2,P-2379605:T-2380553,+,1,rbn,0,rbn,5.2,2.7,100,50.6
1363,,,,,I-2380465:T-2380553,+,,,,,3.9,4.1,100,76.4
1364,AS-2383427:T-2383598,1,1,1,AS-2383427:T-2383598,+,,,,,5.6,4.2,100,70.3
1365,T-2387784:P-2403399,1,2,2,T-2387784:P-2403399,-,13,nuoABCEFGHIJKLMN,0,nuoA-nuoB-nuoC-nuoE-nuoF-nuoG-nuoH-nuoI-nuoJ-nuoK-nuoL-nuoM-nuoN,9.2,8.4,100,97.9
1366,,,,,T-2388032:P-2403399,-,13,,,nuoA-nuoB-nuoC-nuoE-nuoF-nuoG-nuoH-nuoI-nuoJ-nuoK-nuoL-nuoM-nuoN,9.3,8.6,100,99.4
1367,AS-2403463:T-2403841,1,1,1,AS-2403463:T-2403841,+,,,,,3.3,2.2,77.6,30.1
1368,,,,,T-2403656:I-2403835,-,,,,,7.8,11.4,100,100
1369,,,,,T-2403656:I-2403849,-,,,,,7.8,11.3,100,100
1370,T-2403656:P-2404841,3,1,3,T-2403656:P-2404841,-,1,lrhA,0,lrhA,6.6,8.4,100,97.8
1371,P-2405532:T-2407703,1,1,1,P-2405532:T-2407703,+,2,alaA-yfbR,0,alaA-yfbR,5.7,2,97.4,37.2
1372,T-2407428:P-2409400,1,1,1,T-2407428:P-2409400,-,1,yfbS,0,yfbS,2.7,1.6,86.2,26
1373,,,,,T-2409436:S-2410667,-,2,,,yfbU-yfbT,8,8.8,99.5,99.5
1374,T-2409436:P-2411776,2,1,2,T-2409436:P-2411776,-,3,yfbUT:yfbV,1,yfbV-yfbU-yfbT,6.8,8.9,99.7,99.7
1375,P-2411270:T-2414970,1,1,1,P-2411270:T-2414970,+,2,ackA-pta,0,ackA-pta,7.9,6.4,99.8,88.5
1376,T-2416660:P-2418531,1,1,1,T-2416660:P-2418531,-,2,yfcF:yfcE,1,yfcF-yfcE,7.2,7.3,99.6,99.7
1377,,,,,P-2418615:T-2419306,+,1,,,yfcG,4.6,8.1,93.4,100
1378,P-2418615:T-2420796,2,2,3,P-2418615:T-2420796,+,3,yfcG:folX-yfcH,1,yfcG-folX-yfcH,6.6,8.7,97.9,99.9
1379,,,,,S-2419322:T-2420796,+,2,,,folX-yfcH,7.5,9,100,99.9
1380,,,,,T-2420645:S-2424858,-,5,,,hisJ-hisQ-hisM-hisP-yfcI,6.9,8.6,88.6,98.3
1381,T-2420645:P-2425959,2,1,2,T-2420645:P-2425959,-,6,argT-hisJQMP:yfcI,1,argT-hisJ-hisQ-hisM-hisP-yfcI,7.3,9.7,90.9,98.7
1382,,,,,T-2425981:S-2428820,-,3,,,cvpA-purF-ubiX,8,3.8,100,62.8
1383,,,,,T-2425981:I-2430039,-,4,,,dedD-cvpA-purF-ubiX,7.7,4.8,100,72.1
1384,,,,,T-2425981:I-2430054,-,4,,,dedD-cvpA-purF-ubiX,7.7,4.8,100,72.2
1385,,,,,T-2425981:S-2431997,-,6,,,accD-folC-dedD-cvpA-purF-ubiX,7.9,4.7,100,67.1
1386,,,,,T-2425981:I-2432294,-,6,,,accD-folC-dedD-cvpA-purF-ubiX,7.9,4.8,100,68.5
1387,,,,,T-2425981:I-2433345,-,7,,,dedA-accD-folC-dedD-cvpA-purF-ubiX,7.9,4.9,100,70.8
1388,,,,,T-2425981:I-2434913,-,9,,,usg-truA-dedA-accD-folC-dedD-cvpA-purF-ubiX,7.8,4.7,100,70
1389,T-2425981:P-2435910,8,1,8,T-2425981:P-2435910,-,10,folC-dedD:accD:pdxB-usg-truA-dedA:cvpA-purF-ubiX,3,pdxB-usg-truA-dedA-accD-folC-dedD-cvpA-purF-ubiX,7.9,5,100,72.8
1390,P-2435932:T-2437241,1,1,1,P-2435932:T-2437241,+,1,flk,0,flk,5.7,0.9,98.6,17.6
1391,T-2438319:P-2439662,1,1,1,T-2438319:P-2439662,-,1,fabB,0,fabB,11.2,9.1,100,99
1392,P-2439762:T-2442053,1,1,1,P-2439762:T-2442053,+,1,mnmC,0,mnmC,4.8,0.6,92.7,10
1393,T-2441864:P-2446493,1,1,1,T-2441864:P-2446493,-,6,prmB-aroC-mepA-yfcA-epmC-yfcL,0,prmB-aroC-mepA-yfcA-yfcM-yfcL,7.3,2.9,100,50.5
1394,P-2446472:T-2447481,1,1,1,P-2446472:T-2447481,+,1,,,yfcN,6.3,4.5,99.9,72.2
1395,,,,,T-2447233:I-2447737,-,,,,,4.8,8.2,92.9,100
1396,T-2447233:P-2448062,2,2,4,T-2447233:P-2448062,-,,,,,3.7,8,94.9,100
1397,,,,,T-2447241:I-2447737,-,,,,,4.8,8.2,92.8,100
1398,,,,,T-2447241:P-2448062,-,,,,,3.7,8,94.9,100
1399,,,,,T-2454224:S-2454937,-,1,,,sixA,7,8.9,94.8,98.9
1400,T-2454224:P-2458530,2,2,4,T-2454224:P-2458530,-,3,sixA:fadIJ,1,fadI-fadJ-sixA,5.5,8.9,95,98.8
1401,,,,,T-2454331:S-2454937,-,1,,,sixA,7.9,9.6,99.8,100
1402,,,,,T-2454331:P-2458530,-,3,,,fadI-fadJ-sixA,5.6,9,95.7,99
1403,,,,,T-2458648:I-2458846,-,,,,,7.2,10.7,92,100
1404,T-2458648:P-2459284,2,1,2,T-2458648:P-2459284,-,1,yfcZ,0,yfcZ,4.3,8.1,74.3,84
1405,P-2459228:T-2460702,1,1,1,P-2459228:T-2460702,+,1,fadL,0,fadL,7,12.2,98.5,100
1406,,,,,T-2462240:S-2463106,-,1,,,mlaA,8,9.1,100,97.3
1407,,,,,T-2462240:S-2463156,-,1,,,mlaA,7.9,9.2,100,97.5
1408,T-2462240:P-2463234,3,1,3,T-2462240:P-2463234,-,1,mlaA,0,mlaA,7.6,8.5,100,90.4
1409,P-2463297:T-2464410,2,1,2,P-2463297:T-2464410,+,2,yfdC:argW,1,yfdC-argW,4.3,7.5,94.3,99
1410,,,,,S-2464327:T-2464410,+,1,,,argW,4.7,8.2,100,100
1411,I-2465330:T-2468500,1,1,1,I-2465330:T-2468500,+,3,,,gtrA-gtrB-gtrS,8.3,2.3,100,41.5
1412,T-2468453:AS-2468754,1,1,1,T-2468453:AS-2468754,-,,,,,5.9,5.9,100,64.9
1413,P-2468749:T-2469130,1,1,1,P-2468749:T-2469130,+,1,tfaS,0,tfaS,2.2,6.7,62.3,90.3
1414,P-2474296:T-2474644,1,1,1,P-2474296:T-2474644,+,2,torI,0,torI-pawZ,3.6,5.6,70.5,79.4
1415,,,,,P-2481653:T-2482604,+,1,,,evgA,7.8,7.2,100,98.8
1416,P-2481653:T-2486169,1,2,2,P-2481653:T-2486169,+,2,evgAS,0,evgA-evgS,4.2,2.3,87.3,34.6
1417,T-2485543:AS-2486314,1,1,1,T-2485543:AS-2486314,-,,,,,0.8,7.3,26.6,99.7
1418,T-2492819:P-2493355,1,1,1,T-2492819:P-2493355,-,1,yfdY,0,yfdY,5,9.1,99.6,100
1419,P-2493516:T-2494609,1,1,1,P-2493516:T-2494609,+,1,lpxP,0,lpxP,2.5,1.3,66.4,20.6
1420,P-2494798:T-2495024,1,1,1,P-2494798:T-2495024,+,1,,,ypdK,6.8,0.7,100,15.4
1421,T-2495040:P-2496377,1,1,1,T-2495040:P-2496377,-,1,alaC,0,alaC,6.6,6.1,97.5,88.6
1422,I-2497916:T-2500025,1,1,1,I-2497916:T-2500025,+,2,ypdABC,0,ypdB-ypdC,5.1,6.1,94.7,82.5
1423,T-2506463:P-2507953,1,1,1,T-2506463:P-2507953,-,1,glk,0,glk,6.2,6.7,97.2,93.7
1424,P-2507478:T-2508962,1,1,1,P-2507478:T-2508962,+,1,yfeO,0,yfeO,0.6,4.7,28.8,78
1425,P-2508984:T-2509380,1,1,1,P-2508984:T-2509380,+,1,ypeC,0,ypeC,4.4,1.8,100,35.8
1426,T-2509381:P-2510874,1,1,1,T-2509381:P-2510874,-,1,mntH,0,mntH,4.7,9,98.3,100
1427,P-2511032:T-2512482,1,1,1,P-2511032:T-2512482,+,1,nupC,0,nupC,7.4,5.7,100,88.6
1428,T-2513603:P-2515988,1,1,1,T-2513603:P-2515988,-,1,yfeA,0,yfeA,4.7,0.8,98,14.5
1429,T-2516046:P-2516277,1,1,1,T-2516046:P-2516277,-,2,alaWX,0,alaW-alaX,5.7,4.6,98.7,67.7
1430,P-2516430:T-2517236,1,1,1,P-2516430:T-2517236,+,2,yfeCD,0,yfeC-yfeD,5.9,7.6,98.3,100
1431,,,,,T-2517252:S-2518794,-,1,,,gltX,9.4,7.5,100,98.3
1432,T-2517252:P-2518805,2,1,2,T-2517252:P-2518805,-,1,gltX,0,gltX,9.3,7.4,99.3,97.6
1433,P-2518943:T-2519514,1,1,1,P-2518943:T-2519514,+,4,valUXY-lysV,0,valU-valX-valY-lysV,7.6,2.8,100,40.7
1434,T-2519536:P-2520586,1,1,1,T-2519536:P-2520586,-,1,xapR,0,xapR,3.2,3.6,78.7,60.5
1435,I-2523352:T-2523921,2,1,2,I-2523352:T-2523921,+,,,,,3,7.2,62.3,94.7
1436,,,,,I-2523618:T-2523921,+,,,,,4.1,8.6,77.6,100
1437,P-2524949:T-2526176,1,1,1,P-2524949:T-2526176,+,1,yfeH,0,yfeH,4.4,1.5,98.5,29.9
1438,T-2525893:P-2529573,1,1,1,T-2525893:P-2529573,-,3,ligA-ypeB:zipA,1,zipA-ligA-ypeB,6.9,7.5,99.3,95
1439,P-2529447:T-2530259,1,1,1,P-2529447:T-2530259,+,1,cysZ,0,cysZ,5.3,1.4,100,28.2
1440,,,,,P-2530366:T-2531430,+,1,,,cysK,12.6,10.1,100,96.7
1441,P-2530366:T-2534400,4,2,5,P-2530366:T-2534400,+,4,cysK:ptsHI-crr,1,cysK-ptsH-ptsI-crr,11.9,10.3,100,96
1442,,,,,S-2531624:T-2534400,+,3,,,ptsH-ptsI-crr,11.9,11,100,100
1443,,,,,I-2533475:T-2534400,+,1,,,crr,12,13.2,100,100
1444,,,,,I-2533633:T-2534400,+,1,,,crr,11.9,13.6,100,100
1445,T-2534406:P-2535340,1,1,1,T-2534406:P-2535340,-,1,pdxK,0,pdxK,6.6,6,96.1,92.2
1446,P-2535330:T-2536552,2,1,2,P-2535330:T-2536552,+,2,yfeKS,0,yfeK-yfeS,3.9,4.7,90.7,78.4
1447,,,,,I-2535613:T-2536552,+,1,,,yfeS,4.7,4.6,99.4,75.1
1448,T-2535963:P-2541579,1,1,1,T-2535963:P-2541579,-,5,cysPUWAM,0,cysP-cysU-cysW-cysA-cysM,8.5,4.1,100,68.6
1449,,,,,T-2541720:S-2542692,-,1,,,ucpA,5.7,8.5,93.3,100
1450,T-2541720:P-2543696,2,1,2,T-2541720:P-2543696,-,2,ucpA:murR,1,murR-ucpA,4.2,5.4,79.1,70.5
1451,P-2543669:T-2547617,1,1,1,P-2543669:T-2547617,+,3,murQP-yfeW,0,murQ-murP-yfeW,2.6,3.8,65.8,65
1452,T-2547508:P-2550184,1,1,1,T-2547508:P-2550184,-,4,ypeA-yfeZ:yfeYX,1,ypeA-yfeZ-yfeY-yfeX,7,6.2,99.9,93.2
1453,P-2550268:T-2552151,1,1,1,P-2550268:T-2552151,+,2,amiA-hemF,0,amiA-hemF,6,4.1,98.1,63.7
1454,,,,,T-2552010:S-2556832,-,5,,,eutB-eutC-eutL-eutK-eutR,4.2,3.3,92.2,57.4
1455,T-2552010:P-2556859,2,1,2,T-2552010:P-2556859,-,5,eutBCLKR,0,eutB-eutC-eutL-eutK-eutR,4.2,3.3,92.2,57.1
1456,AS-2555335:T-2555932,1,1,1,AS-2555335:T-2555932,+,,,,,6.5,4.6,100,80.3
1457,P-2561603:T-2563372,2,1,2,P-2561603:T-2563372,+,3,yffQR:yffS,1,yffQ-yffR-yffS,5.1,6.1,90.9,83.3
1458,,,,,I-2562029:T-2563372,+,1,,,yffS,5.4,7.1,88,92
1459,,,,,T-2573861:S-2576520,-,1,,,maeB,8.3,8.6,97.4,100
1460,T-2573861:P-2576815,2,1,2,T-2573861:P-2576815,-,1,maeB,0,maeB,8,8.4,97.7,100
1461,P-2576541:T-2579693,1,1,1,P-2576541:T-2579693,+,2,talA-tktB,0,talA-tktB,7.3,9.1,97.6,98.8
1462,P-2583591:T-2588741,1,1,1,P-2583591:T-2588741,+,2,narQ:acrD,1,narQ-acrD,2.6,1.1,63.4,19.5
1463,T-2588743:P-2588991,1,1,1,T-2588743:P-2588991,-,1,ypfM,0,ypfM,4.8,11.7,92,100
1464,,,,,P-2588915:T-2591012,+,3,,,yffB-dapE-ypfN,6.6,7.7,92.1,97
1465,P-2588915:T-2591213,1,2,2,P-2588915:T-2591213,+,3,yffB-dapE-ypfN,0,yffB-dapE-ypfN,6,7.6,84.2,97.2
1466,,,,,T-2591065:S-2594785,-,3,,,ypfJ-tmcA-ypfH,5.7,5.7,99,73.2
1467,,,,,T-2591065:S-2595803,-,4,,,purC-ypfJ-tmcA-ypfH,6.6,4.6,99.2,58.9
1468,T-2591065:P-2597805,3,2,6,T-2591065:P-2597805,-,6,ypfH:ypfJ-tmcA:purC:dapA-bamC,3,dapA-bamC-purC-ypfJ-tmcA-ypfH,7.5,5.2,99.4,68.1
1469,,,,,T-2593735:S-2594785,-,1,,,ypfJ,7.4,9.4,100,100
1470,,,,,T-2593735:S-2595803,-,2,,,purC-ypfJ,8.6,4.9,100,54.1
1471,,,,,T-2593735:P-2597805,-,4,,,dapA-bamC-purC-ypfJ,9.2,5.9,100,71.6
1472,P-2597902:T-2599015,1,1,1,P-2597902:T-2599015,+,2,bcp:gcvR,1,gcvR-bcp,8.7,7.8,100,97.9
1473,T-2612732:P-2613937,1,1,1,T-2612732:P-2613937,-,1,yfgO,0,yfgO,5.4,1.4,98.7,26.7
1474,P-2613843:T-2616067,2,1,2,P-2613843:T-2616067,+,2,yfgCD,0,yfgC-yfgD,6.5,5.7,92.2,87.2
1475,,,,,S-2614049:T-2616067,+,2,,,yfgC-yfgD,7.2,5.7,100,88.7
1476,T-2616063:P-2618930,1,1,1,T-2616063:P-2618930,-,3,upp-uraA:hda,1,upp-uraA-hda,7.6,1.1,99.9,18.4
1477,P-2619053:T-2624840,3,1,3,P-2619053:T-2624840,+,4,purMN:ppk-ppx,1,purM-purN-ppk-ppx,7.2,3.9,100,62.7
1478,,,,,S-2619176:T-2624840,+,4,,,purM-purN-ppk-ppx,7.2,4,100,64.1
1479,,,,,S-2621000:T-2624840,+,2,,,ppk-ppx,6.5,5.7,100,91.4
1480,P-2627275:T-2627682,1,1,1,P-2627275:T-2627682,+,1,yfgG,0,yfgG,5.6,4.4,100,73.8
1481,P-2627807:T-2628319,1,1,1,P-2627807:T-2628319,+,,,,,3,0.1,84.8,3.1
1482,P-2628344:T-2628944,1,1,1,P-2628344:T-2628944,+,1,yfgHI,0,yfgI,2.5,6.6,69.4,98.7
1483,T-2628936:P-2632128,1,1,1,T-2628936:P-2632128,-,2,guaBA,0,guaB-guaA,9.2,2.6,100,43.6
1484,P-2632220:T-2633860,1,1,1,P-2632220:T-2633860,+,1,xseA,0,xseA,5.7,0.3,100,5.9
1485,,,,,T-2633483:S-2638663,-,5,,,hisS-yfgM-bamB-der-yfgJ,8.8,7.9,98.7,99.3
1486,,,,,T-2633483:S-2642935,-,9,,,ndk-rlmN-rodZ-ispG-hisS-yfgM-bamB-der-yfgJ,8.4,7.7,99,98
1487,T-2633483:P-2650346,3,3,7,T-2633483:P-2650346,-,11,hisS:rlmN:ndk:bamB-der:yfhM-pbpC:yfgM:ispG-sroE:rodZ:yfgJ,8,yfhM-pbpC-ndk-rlmN-rodZ-ispG-hisS-yfgM-bamB-der-yfgJ,6.7,6.7,94.8,85.8
1488,,,,,T-2635470:S-2638663,-,3,,,hisS-yfgM-bamB,9.4,7.8,100,99.9
1489,,,,,T-2635470:S-2642935,-,7,,,ndk-rlmN-rodZ-ispG-hisS-yfgM-bamB,8.6,7.6,99.6,97.9
1490,,,,,T-2635470:P-2650346,-,9,,,yfhM-pbpC-ndk-rlmN-rodZ-ispG-hisS-yfgM-bamB,6.6,6.5,94.6,84.1
1491,,,,,T-2645323:P-2650346,-,1,,,yfhM,5.7,7.8,99.9,99.5
1492,P-2650491:T-2651381,1,1,1,P-2650491:T-2651381,+,1,sseA,0,sseA,6.9,10.1,100,100
1493,T-2651404:P-2651476,1,1,1,T-2651404:P-2651476,-,,,,,3.4,7.2,100,100
1494,P-2651558:T-2651702,1,1,1,P-2651558:T-2651702,+,,,,,2.9,5.5,84.1,100
1495,T-2651730:P-2651798,1,1,1,T-2651730:P-2651798,-,,,,,4.5,5.7,98.6,97.1
1496,P-2651860:T-2652125,2,1,2,P-2651860:T-2652125,+,,,,,5.3,6.8,82.7,88.7
1497,,,,,S-2651880:T-2652125,+,1,,,ryfA,5.7,7.4,89.4,95.9
1498,T-2652112:S-2660221,1,2,2,T-2652112:S-2660221,-,10,sseB:hscBA-fdx-iscX:iscRSUA:pepB,3,iscR-iscS-iscU-iscA-hscB-hscA-fdx-iscX-pepB-sseB,8.8,6.3,100,86.3
1499,,,,,T-2657546:S-2660221,-,4,,,iscR-iscS-iscU-iscA,10.5,9.2,100,100
1500,AS-2659789:T-2660030,1,1,1,AS-2659789:T-2660030,+,,,,,0.6,4.7,19.8,84.3
1501,T-2660537:P-2661368,1,1,1,T-2660537:P-2661368,-,1,trmJ,0,trmJ,6.7,4.2,100,69
1502,P-2661373:T-2662292,2,1,2,P-2661373:T-2662292,+,1,suhB,0,suhB,8.1,1.8,93.9,28.8
1503,,,,,S-2661428:T-2662292,+,1,,,suhB,8.6,1.9,99.9,30.6
1504,P-2663437:T-2664931,1,1,1,P-2663437:T-2664931,+,1,csiE,0,csiE,2.7,8.8,73.4,100
1505,T-2664599:P-2666989,1,1,1,T-2664599:P-2666989,-,2,hcaR:hcaT,1,hcaR-hcaT,4.4,5,95.1,63.7
1506,P-2671344:T-2671810,1,1,1,P-2671344:T-2671810,+,1,yphA,0,yphA,4.7,8.9,86.1,100
1507,T-2682099:P-2683593,1,1,1,T-2682099:P-2683593,-,1,glyA,0,glyA,11.5,8.2,100,98.9
